TotalPackets, totalPacketsIn, totalPacketsOut, totalBytes, totalBytesIn, totalBytesOut, minPacketSize, maxPacketSize, meanPacketSizes, stdevPacketSizes, variancePacketSizes, kurtosisPacketSizes, skewPacketSizes, p10PacketSizes, p20PacketSizes, p30PacketSizes, p40PacketSizes, p50PacketSizes, p60PacketSizes, p70PacketSizes, p80PacketSizes, p90PacketSizes, minPacketSizeIn, maxPacketSizeIn, meanPacketSizesIn, stdevPacketSizesIn, variancePacketSizesIn, skewPacketSizesIn, kurtosisPacketSizesIn, p10PacketSizesIn, p20PacketSizesIn, p30PacketSizesIn, p40PacketSizesIn, p50PacketSizesIn, p60PacketSizesIn, p70PacketSizesIn, p80PacketSizesIn, p90PacketSizesIn, minPacketSizeOut, maxPacketSizeOut, meanPacketSizesOut, stdevPacketSizesOut, variancePacketSizesOut, skewPacketSizesOut, kurtosisPacketSizesOut, p10PacketSizesOut, p20PacketSizesOut, p30PacketSizesOut, p40PacketSizesOut, p50PacketSizesOut, p60PacketSizesOut, p70PacketSizesOut, p80PacketSizesOut, p90PacketSizesOut, maxIPT, minIPT, meanPacketTimes, stdevPacketTimes, variancePacketTimes, kurtosisPacketTimes, skewPacketTimes, p10PacketTimes, p20PacketTimes, p30PacketTimes, p40PacketTimes, p50PacketTimes, p60PacketTimes, p70PacketTimes, p80PacketTimes, p90PacketTimes, minPacketTimesIn, maxPacketTimesIn, meanPacketTimesIn, stdevPacketTimesIn, variancePacketTimesIn, skewPacketTimesIn, kurtosisPacketTimesIn, p10PacketTimesIn, p20PacketTimesIn, p30PacketTimesIn, p40PacketTimesIn, p50PacketTimesIn, p60PacketTimesIn, p70PacketTimesIn, p80PacketTimesIn, p90PacketTimesIn, minPacketTimesOut, maxPacketTimesOut, meanPacketTimesOut, stdevPacketTimesOut, variancePacketTimesOut, skewPacketTimesOut, kurtosisPacketTimesOut, p10PacketTimesOut, p20PacketTimesOut, p30PacketTimesOut, p40PacketTimesOut, p50PacketTimesOut, p60PacketTimesOut, p70PacketTimesOut, p80PacketTimesOut, p90PacketTimesOut, totalBursts, maxBurst, meanBurst, stdevBurst, varianceBurst, kurtosisBurst, skewBurst, p10Burst, p20Burst, p30Burst, p40Burst, p50Burst, p60Burst, p70Burst, p80Burst, p90Burst, maxBurstBytes, minBurstBytes, meanBurstBytes, medianBurstBytes, stdevBurstBytes, varianceBurstBytes, kurtosisBurstBytes, skewBurstBytes, p10BurstBytes, p20BurstBytes, p30BurstBytes, p40BurstBytes, p50BurstBytes, p60BurstBytes, p70BurstBytes, p80BurstBytes, p90BurstBytes, Class
24605, 16330, 8275, 18879189, 18140449, 738740, 60, 1392, 767.2907539118065, 628.2733295537798, 394727.3766285924, -1.9370164489229853, -0.07088985468522707, 83.0, 83.0, 83.0, 126.0, 971.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1110.866442131047, 491.72851528465077, 241796.93274404702, -1.3098843268822664, -0.11795338544596934, 124.0, 474.8000000000002, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1392, 89.27371601208459, 62.17045765168741, 3865.1658046202574, 11.484544126210256, 155.28663509326586, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 0.48551297187805176, 0.0, 0.002415727888776159, 0.01903928608371342, 0.0003624944145774835, 290.14200084315087, 16.10711567022944, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.1457672119140625e-06, 0.00010395050048828125, 0.0001838207244873047, 0.0002720355987548828, 0.0004780292510986328, 0.0030554771423339858, 0.0, 0.48551297187805176, 0.0032213836817090234, 0.022441092200482744, 0.0005036026191505675, 13.624870894227099, 206.93462926047076, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.00026996135711669905, 0.0012248516082763701, 0.005560135841369629, 0.0, 0.4207730293273926, 0.0008256433953517354, 0.008954688032500593, 8.018643775940935e-05, 34.325871416714115, 1339.6948853766223, 7.891654968261719e-05, 0.00012302398681640625, 0.00017499923706054688, 0.0001811981201171875, 0.00019288063049316406, 0.0002219676971435547, 0.0002720355987548828, 0.0003540515899658203, 0.0004420280456542969, 1495, 27, 4.135785953177257, 2.2340382099271996, 4.990926723414726, 10.449453658148936, 2.015568834020724, 2.0, 2.0, 2.0, 3.0, 4.0, 4.0, 5.0, 6.0, 7.0, 2867, 158, 369.7150501672241, 332.0, 223.97516377388652, 50164.873987539286, 17.496157691491433, 2.754224271271695, 166.0, 166.0, 249.0, 249.0, 332.0, 415.0, 415.0, 498.0, 664.0, CovertCast_home_world
18241, 12081, 6160, 13974389, 13421456, 552933, 60, 1392, 766.0977468340551, 628.7940946966911, 395382.0135254314, -1.9389752347698717, -0.06519652510482007, 83.0, 83.0, 83.0, 124.0, 935.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1110.9557155864582, 492.95049698365995, 243000.19247643734, -1.3060386319330344, -0.1351977257346526, 123.0, 438.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 65, 674, 89.76185064935065, 59.69397829452352, 3563.3710446270447, 9.160168593086548, 82.71020402151994, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 85.0, 3.1700000762939453, 0.0, 0.0030236956189598953, 0.03885824775360788, 0.0015099634184807722, 4169.315578629864, 57.149000554695995, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 3.0994415283203125e-06, 0.0001049041748046875, 0.0001881122589111328, 0.0003108978271484375, 0.00059947967529297, 0.004147291183471711, 0.0, 1.3390069007873535, 0.0033822515350303904, 0.024775265943626425, 0.0006138138025774153, 24.50049335875399, 924.5242447475703, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 3.0994415283203125e-06, 0.00045120716094970616, 0.001450252532958985, 0.006699562072753909, 0.0, 3.1700000762939453, 0.002320553497834639, 0.057154187996834374, 0.0032666012055774865, 49.297626272800606, 2574.847912089163, 6.699562072753906e-05, 9.012222290039062e-05, 0.00013966560363769514, 0.0001780986785888672, 0.0001881122589111328, 0.0002238750457763672, 0.0002789497375488281, 0.00035500526428222656, 0.0004589557647705078, 1086, 18, 4.019337016574585, 2.2349545919827136, 4.995022028224617, 2.9350551963065863, 1.340207814894468, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 7.0, 2046, 148, 360.49171270718233, 332.0, 214.17037551248472, 45868.94974715872, 5.156029737039015, 1.5920886527211668, 166.0, 166.0, 166.0, 249.0, 332.0, 340.0, 415.0, 510.0, 664.0, CovertCast_home_world
21458, 14240, 7218, 16793029, 16142597, 650432, 60, 1392, 782.5999161152018, 628.2124948486249, 394650.93868393364, -1.9286590751905164, -0.11818746925825953, 83.0, 83.0, 83.0, 137.0, 1217.5, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1133.6093398876405, 475.8991024801562, 226479.9557414182, -1.4346361138461625, 0.23976474792187386, 134.0, 658.6000000000004, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 971, 90.11249653643668, 61.78913122639771, 3817.8967377129966, 9.027932313788387, 80.99333053692528, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 1.8550338745117188, 0.0, 0.002762731503766953, 0.02953210907541102, 0.0008721454664419738, 1780.3687620139785, 36.040475437642066, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.86102294921875e-06, 8.20159912109375e-05, 0.00017905235290527344, 0.0002639293670654297, 0.0004858970642089844, 0.0030907630920410257, 0.0, 1.3136768341064453, 0.0033707442243447465, 0.02637603096669623, 0.0006956950095561186, 22.978629136980448, 775.4857385914011, 0.0, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.0003058910369873047, 0.0011830329895019531, 0.005753564834594732, 0.0, 1.8550338745117188, 0.0015630500376414473, 0.03490178451881003, 0.0012181345625974472, 45.39025452441172, 2218.798224297369, 6.103515625e-05, 8.606910705566406e-05, 0.00012264251708984355, 0.00017499923706054688, 0.0001850128173828125, 0.00021004676818847656, 0.0002570152282714844, 0.00033612251281738286, 0.0004341602325439453, 1517, 15, 3.5860250494396837, 1.804561664857421, 3.256442802272987, 2.3226919238977777, 1.3560667314135744, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 1904, 160, 319.5385629531971, 249.0, 192.0846828227767, 36896.52537512672, 9.275571158416872, 2.3435336619843485, 166.0, 166.0, 166.0, 249.0, 249.0, 332.0, 332.0, 415.0, 581.0, CovertCast_home_world
20899, 13859, 7040, 16098418, 15469360, 629058, 60, 1392, 770.2960907220441, 629.7153819471961, 396541.4622609031, -1.9397760019225274, -0.0793634724861786, 83.0, 83.0, 83.0, 123.20000000000073, 1037.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1116.1959737354787, 490.9654254367988, 241047.04897433685, -1.3385529058823236, -0.053092690909186224, 121.80000000000018, 469.60000000000036, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 672, 89.35482954545455, 58.570448106943985, 3430.4973914482184, 9.349845530337845, 86.19307357687892, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 5.378562927246094, 0.0, 0.002836467421377706, 0.04333284474748796, 0.0018777354339098952, 11388.082033540994, 94.74641074585578, 0.0, 9.5367431640625e-07, 1.1920928955078125e-06, 5.316734313964844e-05, 0.00014495849609375, 0.00021719932556152344, 0.0003581047058105469, 0.0008551597595214885, 0.0038684844970703087, 0.0, 1.0529310703277588, 0.0033723869989884846, 0.025499179876042912, 0.0006502081743507918, 21.366923173305235, 607.4977840484229, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.9073486328125e-06, 0.0001430511474609375, 0.0007230043411254878, 0.0015551090240478516, 0.005821943283081055, 0.0, 5.378562927246094, 0.0017815280028364874, 0.06551643104571094, 0.004292402736967396, 78.93718693035751, 6445.329808348277, 6.985664367675781e-05, 0.0001049041748046875, 0.00014400482177734375, 0.00017905235290527344, 0.00019407272338867188, 0.00023412704467773438, 0.00027496814727783186, 0.0003459453582763672, 0.00043923854827880885, 1395, 13, 3.3655913978494625, 1.7155306580702807, 2.94304543877905, 2.4655132568403886, 1.5565346029591698, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 1544, 160, 301.76917562724014, 249.0, 175.61274125800767, 30839.834892151946, 4.41521936193187, 1.853000822531254, 166.0, 166.0, 166.0, 172.0, 249.0, 249.0, 332.0, 415.0, 581.0, CovertCast_home_world
20382, 13507, 6875, 15654890, 15036250, 618640, 60, 1392, 768.074281228535, 630.3076296182453, 397287.70795497106, -1.9428634050106948, -0.07170953378969244, 83.0, 83.0, 83.0, 120.0, 1017.5, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1113.2190715925076, 494.3812838653167, 244412.8538363188, -1.3221127714333851, -0.10679628133743524, 119.0, 425.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1133, 89.984, 61.54857858487213, 3788.2275258181803, 9.196327680588203, 85.86962920527775, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 1.9628279209136963, 0.0, 0.002913195382308155, 0.031069363722948027, 0.0009653053621488389, 1969.6019252683495, 37.801969461430026, 0.0, 9.5367431640625e-07, 1.1920928955078125e-06, 4.1961669921875e-05, 0.00013113021850585938, 0.00021195411682128906, 0.00032711029052734375, 0.0006210803985595703, 0.0035009384155273438, 0.0, 0.6338520050048828, 0.0033524795477432303, 0.022771579347886144, 0.0005185448259970747, 15.27540826880338, 280.4200167098276, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 6.604194641113281e-05, 0.0004820823669433594, 0.0013399124145507812, 0.006106853485107422, 0.0, 1.9628279209136963, 0.002050217645818537, 0.04291674118394778, 0.0018418466738499596, 38.0796822595901, 1562.0007569716086, 6.699562072753906e-05, 9.799003601074219e-05, 0.00014724731445312487, 0.00018286705017089844, 0.0002040863037109375, 0.0002460479736328125, 0.00028896331787109375, 0.0003540515899658203, 0.0004340648651123048, 1705, 12, 2.893255131964809, 1.372664090798866, 1.8842067061686778, 5.932937011974275, 2.21163967801886, 2.0, 2.0, 2.0, 2.0, 2.0, 3.0, 3.0, 3.0, 5.0, 2032, 160, 261.2633431085044, 169.0, 167.19120835699908, 27952.900151873477, 18.596891384649375, 3.4840203394291787, 166.0, 166.0, 166.0, 166.0, 169.0, 249.0, 249.0, 332.0, 415.0, CovertCast_home_world
24899, 16536, 8363, 19084966, 18340567, 744399, 60, 1392, 766.4952809349774, 628.4664098918928, 394970.02836240456, -1.9374787437242997, -0.06846490761342677, 83.0, 83.0, 83.0, 125.0, 947.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1109.129596032898, 493.27228289241026, 243317.54506989004, -1.3012271174350059, -0.14177507393342248, 122.0, 462.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1392, 89.0110008370202, 60.95303036395487, 3715.271910549205, 11.676706665650432, 161.03020299703442, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 0.5820000171661377, 0.0, 0.002403563941393581, 0.018930091232234707, 0.00035834835406072934, 324.0607480929258, 16.847775882363244, 0.0, 9.5367431640625e-07, 1.1920928955078125e-06, 3.0994415283203125e-06, 0.00010800361633300781, 0.0001881122589111328, 0.0002849102020263672, 0.0004930496215820312, 0.003057646751403807, 0.0, 0.5820000171661377, 0.0031641521805681632, 0.022224491335038364, 0.0004939280151011953, 14.550902394255276, 240.78914833499144, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 3.0994415283203125e-06, 0.0003417015075683587, 0.0012640953063964852, 0.005368423461914064, 0.0, 0.3455228805541992, 0.0008997583052879113, 0.009320959507078818, 8.6880286132603e-05, 27.918775209397843, 873.3525390935971, 7.104873657226562e-05, 0.00010919570922851562, 0.00016255378723144525, 0.0001811981201171875, 0.00019502639770507812, 0.00022988319396972652, 0.0002699851989746093, 0.0003418922424316406, 0.0004279613494873047, 1699, 22, 3.633902295467922, 1.8764497597515681, 3.521063700871718, 8.3259831625541, 1.9927617341934987, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 5648, 158, 324.4555620953502, 249.0, 223.71235814048856, 50047.21918477822, 189.64127721848777, 8.954631451017677, 166.0, 166.0, 166.0, 249.0, 249.0, 332.0, 332.0, 415.0, 581.0, CovertCast_home_world
21083, 13992, 7091, 16373901, 15736831, 637070, 58, 1392, 776.6399943082104, 628.617958884844, 395160.5382325475, -1.9334235584082586, -0.10024595298577318, 83.0, 83.0, 83.0, 133.0, 1115.0, 1392.0, 1392.0, 1392.0, 1392.0, 58, 1392, 1124.7020440251572, 482.96719774256655, 233257.31409530737, -1.3871573118816602, 0.0964829339835993, 131.0, 565.4000000000005, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 65, 1392, 89.84205330700888, 62.36309116999373, 3889.1551402769496, 10.232147863345489, 119.20824131513311, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 3.5844640731811523, 0.0, 0.002784645429610663, 0.03744970997165194, 0.0014024807769608464, 5360.54833153539, 63.82319491929394, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.86102294921875e-06, 8.988380432128906e-05, 0.0001819133758544922, 0.00026657581329345625, 0.0004851818084716797, 0.003326725959777838, 0.0, 3.5844640731811523, 0.003443730242998228, 0.03809055017827098, 0.0014508900128833795, 63.62895449922204, 5652.418231048249, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.86102294921875e-06, 0.0002899169921875, 0.0012600421905517578, 0.005796909332275391, 0.0, 2.7204978466033936, 0.0014842286161703276, 0.03611672833675559, 0.0013044180657510041, 64.26022098701337, 4624.214590916776, 6.604194641113281e-05, 9.608268737792969e-05, 0.0001468658447265625, 0.00017905235290527344, 0.0001900196075439453, 0.00021696090698242188, 0.0002620220184326172, 0.0003409385681152344, 0.00043702125549316406, 1423, 22, 3.7434996486296557, 2.091608467556233, 4.3748259815529345, 7.949437555495143, 2.057241506790042, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 4.0, 5.0, 6.0, 3150, 146, 335.4926212227688, 249.0, 216.16149787625457, 46725.793164106006, 24.787485472392362, 3.2451880094181047, 166.0, 166.0, 166.0, 249.0, 249.0, 332.0, 340.79999999999995, 498.0, 595.0, CovertCast_home_world
19818, 13151, 6667, 15228962, 14630762, 598200, 60, 1392, 768.4409123019477, 627.716223822541, 394027.65765003045, -1.936040245598937, -0.0719304697796198, 83.0, 83.0, 83.0, 130.0, 969.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1112.5208729374192, 489.96727399761426, 240067.92958865318, -1.3108159145689342, -0.11660854748704041, 128.0, 446.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 65, 678, 89.72551372431379, 59.44889103242444, 3534.1706449850753, 9.212932397628538, 83.66859416246947, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 85.0, 2.8136789798736572, -9.5367431640625e-07, 0.0028914105563133197, 0.03712597079929205, 0.0013783377077898863, 2869.791885140476, 47.47840841401854, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.1457672119140625e-06, 8.106231689453125e-05, 0.0001800060272216797, 0.0002651214599609375, 0.0004849433898925781, 0.0032173633575439467, 0.0, 1.8887770175933838, 0.003458387425643863, 0.02961939702050565, 0.000877308679858339, 31.835822478524953, 1607.3632989875039, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.00025081634521484375, 0.0012351989746093757, 0.00560715198516846, -9.5367431640625e-07, 2.8136789798736572, 0.0017731045968567966, 0.048628010364775945, 0.0023646833920367566, 48.65605685325054, 2464.807212857464, 6.29425048828125e-05, 9.298324584960938e-05, 0.00014400482177734375, 0.0001780986785888672, 0.000186920166015625, 0.00021386146545410156, 0.00026917457580566406, 0.000347137451171875, 0.0004379749298095703, 1183, 16, 4.292476754015215, 2.357126752724902, 5.556046528411442, 2.450105743940499, 1.2495522847749918, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 5.0, 6.0, 8.0, 1554, 148, 382.47083685545226, 332.0, 217.59418971569923, 47347.23139803171, 2.6737271540032808, 1.2952178153268745, 166.0, 166.0, 249.0, 249.0, 332.0, 415.0, 498.0, 581.0, 666.3999999999999, CovertCast_home_world
18721, 12418, 6303, 14034917, 13461580, 573337, 60, 1392, 749.6884247636344, 626.2251751230458, 392157.96995788935, -1.9366242061297874, -0.01002957626366305, 83.0, 83.0, 83.0, 120.0, 699.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1084.037687228217, 506.928221867887, 256976.22212613764, -1.1571529851291427, -0.5078255130715195, 119.0, 390.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1392, 90.96255751229573, 65.76560327845579, 4325.114574579234, 9.075408464183894, 88.88416693731897, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 85.0, 3.9649200439453125, 0.0, 0.0031986419843812275, 0.04618344837262174, 0.0021329109035866174, 3478.00343192945, 50.18788771108786, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.1457672119140625e-06, 8.20159912109375e-05, 0.0001780986785888672, 0.0002541542053222656, 0.0004849910736083986, 0.0034260511398315477, 0.0, 2.0964019298553467, 0.0033922277038738887, 0.03401526549987837, 0.0011570382870272158, 36.522295868692126, 1887.6609076635295, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.000272226333618163, 0.0013146877288818383, 0.005763196945190427, 0.0, 3.9649200439453125, 0.0028172753527866893, 0.06368025302218205, 0.004055174624969127, 45.90657081775406, 2554.898252373202, 5.798339843750001e-05, 9.202957153320312e-05, 0.00013899803161621094, 0.00017595291137695312, 0.00018310546875, 0.0002028942108154297, 0.00025200843811035156, 0.0003214836120605472, 0.00042910575866699223, 1028, 25, 4.517509727626459, 2.7451203302109146, 7.535685627337281, 6.599739968511457, 1.8577703374866932, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 6.0, 6.0, 8.0, 2379, 160, 409.5126459143969, 332.0, 264.29084474928555, 69849.65061829095, 7.80111271495387, 2.071181469704716, 166.0, 166.0, 249.0, 255.0, 332.0, 415.0, 498.0, 581.0, 738.0, CovertCast_home_world
23841, 15832, 8009, 18210006, 17502083, 707923, 60, 1392, 763.8104945262363, 627.111148850534, 393268.39301263663, -1.9348731231785004, -0.059967607966668696, 83.0, 83.0, 83.0, 125.0, 901.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1105.4878094997473, 493.174384421138, 243220.97344916838, -1.2790682919865128, -0.1907696146552036, 123.0, 451.2000000000003, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 675, 88.39093519790237, 53.957643268229184, 2911.4272670614782, 10.199086027770994, 102.94618481024196, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 0.5537409782409668, 0.0, 0.002461229564759555, 0.019541011437320045, 0.00038185112799347275, 340.09665842767924, 17.171386343284976, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.1457672119140625e-06, 9.393692016601562e-05, 0.00017714500427246094, 0.0002541542053222656, 0.0004730224609375, 0.003338289260864262, 0.0, 0.5537409782409668, 0.003224053255463948, 0.022843749395105167, 0.0005218368864263677, 14.81236752381907, 252.2053732630863, 0.0, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.00028514862060546875, 0.0013051033020019531, 0.005652904510498047, 0.0, 0.4024200439453125, 0.0009533931497837485, 0.010085847370764936, 0.00010172431718636596, 29.70005910125459, 1026.9342669588902, 6.985664367675781e-05, 0.0001049041748046875, 0.00013399124145507812, 0.00017228126525878926, 0.00018405914306640625, 0.00020503997802734375, 0.00024890899658203125, 0.0003039836883544922, 0.00040411949157714844, 1418, 25, 4.206629055007052, 2.306313418541304, 5.319081584543676, 7.455095372587564, 1.7430609064816354, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 5.0, 6.0, 7.0, 2075, 160, 369.3935119887165, 332.0, 213.4410176076706, 45557.06799739795, 7.05290453235572, 1.8449867414099839, 166.0, 166.0, 170.0, 249.0, 332.0, 415.0, 495.0, 498.0, 664.0, CovertCast_home_world
20027, 13311, 6716, 15691741, 15082645, 609096, 60, 1392, 783.5292854646227, 630.4054595813866, 397411.0434700192, -1.9344934459998653, -0.12282263269526865, 83.0, 83.0, 83.0, 131.0, 1331.0, 1392.0, 1392.0, 1392.0, 1392.0, 60, 1392, 1133.0963113214634, 480.8874025195006, 231252.69390195218, -1.4430937921071265, 0.24039985221451898, 127.0, 645.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1392, 90.69326980345444, 67.22909608423294, 4519.751360303025, 9.745122195606077, 106.2178451323951, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 2.9463250637054443, 0.0, 0.002970677923158512, 0.03965659370035017, 0.0015726454239146526, 2409.592844993806, 43.032405638512756, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 2.1457672119140625e-06, 7.82012939453125e-05, 0.0001780986785888672, 0.00025904178619384766, 0.0004611015319824219, 0.0029419660568237305, 0.0, 1.7246360778808594, 0.0032116283607339607, 0.02914900096360386, 0.0008496642571761789, 33.05745321554534, 1564.9244561112957, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.1920928955078125e-06, 2.1457672119140625e-06, 0.0002448558807373047, 0.001250410079956056, 0.005486035346984868, 0.0, 2.9463250637054443, 0.0024931540511916833, 0.054819077886557245, 0.0030051313003324294, 38.746224893971345, 1719.9349737654939, 6.29425048828125e-05, 9.012222290039062e-05, 0.00012803077697753906, 0.00017595291137695312, 0.000186920166015625, 0.00020885467529296875, 0.00026094913482666016, 0.0003299713134765625, 0.0004220008850097656, 1195, 20, 4.200836820083682, 2.690413659563299, 7.238325659564783, 4.085443592968312, 1.813233201291264, 2.0, 2.0, 2.0, 3.0, 3.0, 4.0, 5.0, 6.0, 8.0, 3195, 160, 381.8100418410042, 255.0, 269.60763351542744, 72688.27604978904, 12.705583964800512, 2.4812387158065428, 166.0, 166.0, 169.0, 249.0, 255.0, 332.0, 415.0, 581.0, 745.6000000000001, CovertCast_home_world
20499, 13613, 6886, 15821395, 15197984, 623411, 59, 1392, 771.8130152690375, 628.2924499140759, 394751.4026190315, -1.9344598865230211, -0.08485374879999417, 83.0, 83.0, 83.0, 130.0, 1015.0, 1392.0, 1392.0, 1392.0, 1392.0, 59, 1392, 1116.4316462205245, 488.45276310867246, 238586.1017884969, -1.3407968243782862, -0.031519863631079836, 126.0, 503.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 1392.0, 67, 1392, 90.53311065930875, 67.46880600492877, 4552.039783730713, 10.491334320227017, 129.7321597098792, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 83.0, 4.871558904647827, 0.0, 0.0028908333437351356, 0.042800905037135795, 0.001831917471997916, 8388.948049773442, 78.93338590190429, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 1.9073486328125e-06, 6.389617919921875e-05, 0.0001461505889892578, 0.00023818016052246094, 0.0004620552062988281, 0.003353404998779296, 0.0, 1.8831450939178467, 0.003423289992758151, 0.02907937882696449, 0.0008456102729621107, 28.97603882739189, 1425.5184717420373, 0.0, 0.0, 9.5367431640625e-07, 9.5367431640625e-07, 9.5367431640625e-07, 1.9073486328125e-06, 0.0002476692199707021, 0.001238107681274414, 0.005607104301452637, 0.0, 4.871558904647827, 0.0018382919689890883, 0.061481267093687425, 0.0037799462034453324, 73.25408690158034, 5727.911162904387, 5.3882598876953125e-05, 7.200241088867188e-05, 9.989738464355469e-05, 0.00013494491577148438, 0.00017499923706054688, 0.00019311904907226562, 0.00023698806762695312, 0.0002980232238769531, 0.0004019737243652344, 1209, 19, 4.309346567411083, 2.4234012805505896, 5.872873766574238, 3.8715401670890914, 1.5231602319653714, 2.0, 2.0, 2.0, 3.0, 4.0, 5.0, 5.0, 6.0, 7.0, 5652, 160, 385.78577336641854, 332.0, 272.4807905831324, 74245.78123680885, 115.83681728386921, 6.884738869577506, 166.0, 166.0, 249.0, 249.0, 332.0, 415.0, 498.0, 512.4000000000005, 664.0, CovertCast_home_world
